id	text	class_label
8548	Easy to setup and a simple design. For everybody worried about the location permission, there is a good FAQ answer where they explain that it is an android system requirement if you want to share data with bluetooth.	0
8549	Absolutely destroyed the battery on my phone. Over heated my phone and is completely useless that you have to have your Bluetooth on. People are lazy, if you design and app that makes people do an action Everytime they use it people will give up fairly quickly	1
8550	Not good for use everyday problem coming not open already updata	1
8551	When i try to install the app Its showing id not valid. I have 3 more months valid id with me.	1
8552	Cannot even go in. Keep on temporary unavaible. Not gonna install ever.	1
8553	This app works but unfortunately it drains the battery. But the worst is not against the people have built it but is more against our politics (Swiss, European, World) which haven’t agreements to exchange anonymous data about peiple might use same kind as f app in other countries. Switzerland is a small, especially if you stay in a border with other coutries France, Italy, Germany, Austria...	1
8554	nice soffrer helpme	0
8555	If its working its 5 stars. But it doesn't seem to keep the tracker on when I leave app. When I open the app I have to enable the tracker (it does auto enable when I open the app, but initially is disabled). I also checked the exposure checks in my settings and there doesn't seem to be as many checks as I expected.	0
8556	its worst	1
8557	Draining battery and phone became overheated. Please fix it.	1
8558	Nice app	0
8559	Cannot update mobile number. You have enter my old mobile number that is about 3 years ago	1
8560	So far so good, the app seems to be working well in the background and notifies me on a weekly basis for the searches it has done. However like other users to search for the app on play store, it will not show up at all. I had to go through the HSE NI site to get link to the app to download it. I hope However that everyone will use this and maybe reduce the R Rate again.	0
8561	TURN OFF WiFi or you will be told your phone no. is invalid and the app wont register. This app would not accept my mobile with or without the leading 0. Tried 4 times and told every time my number is not valid. This was attempted 24 hrs after registrations were enabled. My wife tried same app with same result. Searched WEB to find people saying "Turn OFF WiFi" and it worked. GOVT & THE APP DEVELOPER SHOULD MAKE THIS NO WiFi REQUIREMENT CLEARER. Bad experience likely to affect app uptake	1
8562	After the latest update I can't open the application	1
8563	Worst app, its not working	1
8564	Completely lost my Bluetooth connection to my car. Useless	1
8565	Stay safe ph is so much application good interesting is so famous interesting appreciation wonderful result high quality speed application	0
8566	Gulo ng app na to	0
8567	It steals your data and then it puts you in the national registry as a sick person in order for the Bulgarian government to pretend Bulgaria is affected badly.	1
8568	Never get an OTP code..	1
8569	Terrible app.	1
8570	It is not working ??????	1
8571	Love app	0
8572	Best app ever I seen	0
8573	The latest version is definitely improved and more intuitive to use, but I feel there's something wrong with Android version installed in Huawei (Nova3i) Mobile. I see very less count of interactions or sometimes even 0 whereas it shows a drastic difference with my spouse's Mobile which is Samsung S10. Kindly verify this case with your testing devices. Thanks.	1
8574	The app is burning through my battery power today, I've had to recharge twice - I can normally go 2 days on a single charge. For a public health perspective I don't want to delete but my phone is useless using battery power at this rate......	1
8575	It is working as expected	0
8576	Since it's quite mandatory to use TT app or token to check in for tracking purposes, would appreciate if the TT app Android OS can allow check-in for family members as well, especially children who don't own a mobile device. Been using the SingPass and it's UI for check-in for other family members is good.	0
8577	Good	0
8578	Doesn't even open	1
8579	Update: After installing the app again on August 11th, it appears to be back working and stable again. Excessive battery drain resolved. Since August 8th this app and Google Play Services are chewing up battery! I'm going to have to uninstall it, I'm losing a percent of battery every 3-4 minutes. The battery usage apps overview shows both this app and Google Play Services (which is tied to the app) as being the biggest battery offenders, using over 45% of the battery in the past 24 hours.	1
8580	Otp not valid	1
8581	No Google cannot use? Seriously? Don't tell me cause of it, you can't sent otp to us. WhatsApp also can be install on hms device and request otp successfully. Please go back to drawing board if you are lazy to develop this app	1
8582	This app is total rubbish now uninstalled what a joke all marketing hype,	1
8583	No prob i feel good it's with me	0
8584	It does not show my test result even I already received my result through sms. The app says no test result is available.	1
8585	Very bad app. If you get result through this app,you are Lucky \ud83d\ude01	1
8586	It definitely interferes with other Bluetooth devices, listening to music on Bluetooth earbuds sounds like a broken recorder everytime someone with tracetogether walks past. Especially on the train when there are many people, its frustrating... :(	1
8587	Nice app	0
8588	Why this app marked as trojan in Malwarebytes app, on every scan it asks me to remove this app.	0
8589	Excellent	0
8590	Better	0
8591	I can't open this app why?	1
8592	The tracetogether QR code scanner does not work on the Mi 10 lite phone.	1
8593	Ever since I updated the apps and the logo change to red color ( from blue) I can never get pass the NRIC validation. It is as though the apps know my ID better than me who had been using it for 40 years? \ud83d\ude05\ud83d\ude05 What a ridiculous and unreliable update. 15th Sept Register success after a update on the app.	1
